"INCIDENT DATE","CLAIM DATE","COUNTY","DISTRICT","ROUTE","STATUS"
2019-03-10,"2019-09-05","Los Angeles",7,"5","Deny"
2023-03-17,"2023-04-07","Los Angeles",7,"210","unclear/unknown/pending"
2021-08-10,"2022-02-11","Los Angeles",7,"101","Deny"
2020-01-28,"2020-02-03","Los Angeles",7,"10","Deny"
2023-03-21,"2023-04-17","Los Angeles",7,"210","unclear/unknown/pending"
2019-03-13,"2019-04-03","Los Angeles",7,"118","Deny"
2022-03-05,"2022-04-07","Los Angeles",7,"NSH","Deny"
2019-01-11,"2019-01-28","Los Angeles",7,"5","Deny"
2023-01-12,"2023-02-17","Los Angeles",7,"71","unclear/unknown/pending"
2023-01-06,"2023-01-20","Los Angeles",7,"710","Deny"
2023-03-22,"2023-03-30","Los Angeles",7,"71","unclear/unknown/pending"
2022-12-27,"2023-04-05","Los Angeles",7,"71","unclear/unknown/pending"
2023-02-18,"2023-02-27","Los Angeles",7,"405","Deny"
2023-03-30,"2023-04-06","Los Angeles",7,"210","unclear/unknown/pending"
2023-01-10,"2023-01-27","Los Angeles",7,"101","Deny"
2019-01-19,"2019-01-28","Los Angeles",7,"71","Deny"
2023-03-21,"2023-04-10","Los Angeles",7,"5","unclear/unknown/pending"
2023-03-26,"2023-04-20","Los Angeles",7,"NSH","Deny"
2022-09-15,"2023-03-13","Los Angeles",7,"10","Deny"
2023-03-16,"2023-04-14","Los Angeles",7,"5","unclear/unknown/pending"
2019-01-23,"2019-02-15","Los Angeles",7,"NSH","Deny"
2021-09-24,"2021-10-29","Los Angeles",7,"110","Deny"
2023-01-09,"2023-01-25","Los Angeles",7,"5","Deny"
2023-03-19,"2023-04-26","Los Angeles",7,"71","unclear/unknown/pending"
2019-03-14,"2019-03-18","Los Angeles",7,"5","Deny"
2022-12-12,"2023-01-09","Los Angeles",7,"5","Deny"
2023-03-22,"2023-04-10","Los Angeles",7,"57","Deny"
2021-10-18,"2021-11-16","Los Angeles",7,"126","Deny"
2023-02-24,"2023-03-20","Los Angeles",7,"71","unclear/unknown/pending"
2023-02-26,"2023-04-04","Los Angeles",7,"14","unclear/unknown/pending"
2023-02-22,"2023-03-07","Los Angeles",7,"San Vicente Blvd","Deny"
2022-02-16,"2022-02-25","Los Angeles",7,"5","Deny"
2023-03-15,"2023-04-17","Los Angeles",7,"71","unclear/unknown/pending"
2023-03-14,"2023-03-23","Los Angeles",7,"60","unclear/unknown/pending"
2019-02-14,"2019-03-13","Los Angeles",7,"10","Deny"
2019-04-04,"2019-04-26","Los Angeles",7,"101","Deny"
2020-02-06,"2020-02-21","Los Angeles",7,"N/A","Deny"
2023-02-24,"2023-05-10","Los Angeles",7,"71","unclear/unknown/pending"
2021-12-30,"2022-04-01","Los Angeles",7,"57","Deny"
2021-04-13,"2021-05-07","Los Angeles",7,"ntersection of Langdon and Nordhoff","Transfer to diff office"
2023-04-05,"2023-04-10","Los Angeles",7,"10","unclear/unknown/pending"
2023-01-21,"2023-03-30","Los Angeles",7,"R29.175","unclear/unknown/pending"
2018-10-22,"2018-11-01","Los Angeles",7,"10","Deny"
2022-02-10,"2022-03-04","Los Angeles",7,"5","Deny"
2023-03-12,"2023-03-30","Los Angeles",7,"405","Deny"
2022-10-03,"2022-10-11","Los Angeles",7,"210","Deny"
2023-01-14,"2023-03-02","Los Angeles",7,"NSH","Deny"
2023-01-15,"2023-02-16","Los Angeles",7,"71","Deny"
2019-02-15,"2019-04-11","Los Angeles",7,"NSH","Deny"
2018-03-01,"2018-03-13","Los Angeles",7,"210","Deny"
2019-02-03,"2019-02-22","Los Angeles",7,"NSH","Deny"
2019-01-16,"2019-03-26","Los Angeles",7,"405","Deny"
2023-04-22,"2023-06-12","Los Angeles",7,"91","unclear/unknown/pending"
2023-02-02,"2023-02-16","Los Angeles",7,"14","Deny"
2023-04-21,"2023-05-08","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-23,"2023-04-10","Los Angeles",7,"71","unclear/unknown/pending"
2023-04-13,"2023-05-02","Los Angeles",7,"210","unclear/unknown/pending"
2020-01-01,"2020-01-10","Los Angeles",7,"10","Deny"
2018-02-21,"2018-06-14","Los Angeles",7,"5","Deny"
2018-10-26,"2019-02-11","Los Angeles",7,"605","Deny"
2022-02-08,"2022-02-25","Los Angeles",7,"71","Deny"
2018-10-02,"2018-10-29","Los Angeles",7,"710","Deny"
2022-10-27,"2023-02-02","Los Angeles",7,"N/A","unclear/unknown/pending"
2022-12-21,"2023-04-13","Los Angeles",7,"101","unclear/unknown/pending"
2020-03-29,"2020-04-24","Los Angeles",7,"101","Deny"
2022-11-14,"2022-12-19","Los Angeles",7,"605","Deny"
2020-07-22,"2020-08-25","Los Angeles",7,"170","Deny"
2022-03-10,"2022-04-14","Los Angeles",7,"605","Deny"
2023-03-27,"2023-04-20","Los Angeles",7,"210","unclear/unknown/pending"
2023-02-28,"2023-03-06","Los Angeles",7,"5","Deny"
2023-03-04,"2023-04-25","Los Angeles",7,"71","unclear/unknown/pending"
2023-01-06,"2023-02-21","Los Angeles",7,"213","Deny"
2023-01-16,"2023-02-17","Los Angeles",7,"60","Deny"
2021-06-16,"2021-07-06","Los Angeles",7,"42.570999999999998","Deny"
2020-03-15,"2020-04-28","Los Angeles",7,"14","Deny"
2023-04-02,"2023-04-10","Los Angeles",7,"5","unclear/unknown/pending"
2023-03-21,"2023-05-02","Los Angeles",7,"71","unclear/unknown/pending"
2022-11-10,"2023-03-23","Los Angeles",7,"10","Deny"
2022-01-03,"2022-04-12","Los Angeles",7,"1","Deny"
2018-06-11,"2018-08-20","Los Angeles",7,"10","Deny"
2019-03-06,"2019-04-22","Los Angeles",7,"10","Deny"
2018-03-23,"2018-07-27","Los Angeles",7,"101","Transfer to diff office"
2023-03-22,"2023-03-22","Los Angeles",7,"60","unclear/unknown/pending"
2021-06-06,"2021-06-25","Los Angeles",7,"10","Approve"
2023-01-05,"2023-07-07","Los Angeles",7,"710","unclear/unknown/pending"
2019-02-09,"2019-02-19","Los Angeles",7,"N/A","Deny"
2023-03-15,"2023-06-29","Los Angeles",7,"405","unclear/unknown/pending"
2023-03-11,"2023-04-19","Los Angeles",7,"210","unclear/unknown/pending"
2021-10-23,"2021-11-12","Los Angeles",7,"14","Deny"
2020-08-24,"2020-09-01","Los Angeles",7,"405","Deny"
2023-01-05,"2023-03-14","Los Angeles",7,"710","Deny"
2018-12-05,"2019-01-24","Los Angeles",7,"5","Deny"
2023-03-28,"2023-04-27","Los Angeles",7,"60","unclear/unknown/pending"
2021-10-11,"2022-04-12","Los Angeles",7,"101","Deny"
2019-06-09,"2019-07-29","Los Angeles",7,"210","Deny"
2019-08-11,"2019-09-30","Los Angeles",7,"710","Tendered"
2019-02-14,"2019-06-11","Los Angeles",7,"NSH","Deny"
2023-03-23,"2023-03-23","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-14,"2023-03-23","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-21,"2023-04-21","Los Angeles",7,"60","unclear/unknown/pending"
2023-03-11,"2023-04-20","Los Angeles",7,"10","unclear/unknown/pending"
2023-03-16,"2023-04-19","Los Angeles",7,"71","unclear/unknown/pending"
2020-01-07,"2020-03-09","Los Angeles",7,"5","Deny"
2023-03-11,"2023-05-30","Los Angeles",7,"71","Deny"
2018-03-12,"2018-04-02","Los Angeles",7,"71","Deny"
2023-01-15,"2023-01-30","Los Angeles",7,"10","Deny"
2023-02-26,"2023-04-03","Los Angeles",7,"605","unclear/unknown/pending"
2019-12-24,"2020-01-28","Los Angeles",7,"710","Deny"
2022-02-25,"2022-04-04","Los Angeles",7,"405","Deny"
2020-03-13,"2020-07-24","Los Angeles",7,"210","Deny"
2022-07-15,"2022-07-22","Los Angeles",7,"101","Deny"
2023-02-27,"2023-06-02","Los Angeles",7,"405","unclear/unknown/pending"
2019-10-06,"2020-04-01","Los Angeles",7,"27","Deny"
2018-07-22,"2019-02-07","Los Angeles",7,"NSH","Deny"
2023-02-26,"2023-03-17","Los Angeles",7,"5","Deny"
2018-07-17,"2018-08-02","Los Angeles",7,"10","Deny"
2023-02-24,"2023-03-23","Los Angeles",7,"405","unclear/unknown/pending"
2018-04-19,"2018-10-17","Los Angeles",7,"710","Deny"
2020-09-30,"2020-12-01","Los Angeles",7,"Laurel anyon","Deny"
2023-02-17,"2023-02-27","Los Angeles",7,"101","Deny"
2022-05-25,"2022-09-19","Los Angeles",7,"405","Deny"
2023-02-04,"2023-04-17","Los Angeles",7,"710","unclear/unknown/pending"
2020-10-08,"2020-12-22","Los Angeles",7,"N/A","Deny"
2023-04-17,"2023-06-26","Los Angeles",7,"5","unclear/unknown/pending"
2018-03-16,"2018-04-09","Los Angeles",7,"5","Deny"
2023-01-15,"2023-05-23","Los Angeles",7,"210","unclear/unknown/pending"
2020-08-19,"2021-07-30","Los Angeles",7,"405","Deny"
2020-05-05,"2021-04-16","Los Angeles",7,"170","Deny"
2021-05-14,"2021-05-25","Los Angeles",7,"10","Deny"
2023-04-06,"2023-04-18","Los Angeles",7,"71","unclear/unknown/pending"
2019-01-23,"2019-03-01","Los Angeles",7,"110","Deny"
2020-12-30,"2021-01-22","Los Angeles",7,"710","Deny"
2023-01-24,"2023-02-08","Los Angeles",7,"101","unclear/unknown/pending"
2023-03-22,"2023-03-30","Los Angeles",7,"60","Deny"
2023-01-16,"2023-01-24","Los Angeles",7,"210","Deny"
2023-03-21,"2023-03-30","Los Angeles",7,"5","unclear/unknown/pending"
2021-04-01,"2021-04-09","Los Angeles",7,"1","Deny"
2022-09-19,"2022-11-10","Los Angeles",7,"210","Deny"
2023-03-23,"2023-04-10","Los Angeles",7,"5","unclear/unknown/pending"
2023-04-07,"2023-04-20","Los Angeles",7,"10","unclear/unknown/pending"
2020-11-21,"2020-12-18","Los Angeles",7,"60","Deny"
2023-01-16,"2023-02-07","Los Angeles",7,"210","Deny"
2019-05-28,"2019-09-11","Los Angeles",7,"210","Deny"
2022-12-31,"2023-03-27","Los Angeles",7,"91","unclear/unknown/pending"
2023-03-25,"2023-04-04","Los Angeles",7,"210","unclear/unknown/pending"
2023-01-20,"2023-02-07","Los Angeles",7,"210","Deny"
2023-01-10,"2023-01-27","Los Angeles",7,"Hilgard Ave.","Deny"
2021-12-29,"2022-01-21","Los Angeles",7,"210","Deny"
2023-01-15,"2023-01-30","Los Angeles",7,"210","Deny"
2023-03-18,"2023-04-07","Los Angeles",7,"71","unclear/unknown/pending"
2023-03-07,"2023-03-28","Los Angeles",7,"210","unclear/unknown/pending"
2023-01-14,"2023-02-02","Los Angeles",7,"71","Deny"
2020-12-03,"2021-01-15","Los Angeles",7,"170","Approve"
2022-01-14,"2022-02-04","Los Angeles",7,"71","Deny"
2023-02-24,"2023-03-16","Los Angeles",7,"ovello St.","Deny"
2020-08-02,"2020-08-28","Los Angeles",7,"5","Approve"
2023-03-23,"2023-04-04","Los Angeles",7,"5","Deny"
2023-04-09,"2023-04-12","Los Angeles",7,"91","Deny"
2018-06-19,"2018-06-25","Los Angeles",7,"5","Deny"
2021-06-27,"2021-10-29","Los Angeles",7,"57","Deny"
2023-03-21,"2023-04-07","Los Angeles",7,"110","unclear/unknown/pending"
2023-01-15,"2023-02-16","Los Angeles",7,"101","Deny"
2022-12-07,"2023-04-06","Los Angeles",7,"10","unclear/unknown/pending"
2022-04-14,"2022-10-05","Los Angeles",7,"110","Small Claims Court"
2021-01-06,"2021-01-19","Los Angeles",7,"170","Transfer to diff office"
2023-03-16,"2023-03-23","Los Angeles",7,"10","Deny"
2023-01-18,"2023-02-07","Los Angeles",7,"5","Approve"
2019-06-07,"2020-01-02","Los Angeles",7,"110","Deny"
2023-03-13,"2023-03-27","Los Angeles",7,"134","unclear/unknown/pending"
2022-11-12,"2022-12-30","Los Angeles",7,"57","Deny"
2023-02-02,"2023-03-28","Los Angeles",7,"405","unclear/unknown/pending"
2019-08-21,"2019-12-23","Los Angeles",7,"110","Deny"
2020-03-12,"2020-05-22","Los Angeles",7,"5","Deny"
2021-12-15,"2022-01-04","Los Angeles",7,"170","Deny"
2019-10-06,"2019-11-21","Los Angeles",7,"1","Deny"
2021-03-17,"2021-04-13","Los Angeles",7,"5","Deny"
2021-12-30,"2021-12-30","Los Angeles",7,"5","Deny"
2023-03-15,"2023-04-10","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-21,"2023-04-05","Los Angeles",7,"710","unclear/unknown/pending"
2023-02-24,"2023-03-30","Los Angeles",7,"710","unclear/unknown/pending"
2020-02-10,"2020-03-02","Los Angeles",7,"118","Approve"
2021-05-14,"2021-06-01","Los Angeles",7,"134","Tendered"
2018-11-15,"2019-03-14","Los Angeles",7,"170","Deny"
2023-01-02,"2023-05-19","Los Angeles",7,"71","unclear/unknown/pending"
2023-03-22,"2023-05-22","Los Angeles",7,"5","unclear/unknown/pending"
2018-04-02,"2018-06-07","Los Angeles",7,"605","Deny"
2021-02-20,"2021-03-30","Los Angeles",7,"405","Deny"
2018-06-04,"2018-06-22","Los Angeles",7,"10","Deny"
2020-07-06,"2020-08-25","Los Angeles",7,"5","Deny"
2019-02-22,"2019-05-16","Los Angeles",7,"1","Deny"
2022-11-30,"2023-02-09","Los Angeles",7,"N/A","unclear/unknown/pending"
2023-01-17,"2023-02-10","Los Angeles",7,"1","unclear/unknown/pending"
2018-07-27,"2018-10-24","Los Angeles",7,"5","Deny"
2023-03-08,"2023-04-04","Los Angeles",7,"71","Deny"
2018-02-03,"2018-02-16","Los Angeles",7,"710","Deny"
2021-03-10,"2021-04-30","Los Angeles",7,"605","Deny"
2018-12-10,"2018-12-20","Los Angeles",7,"5","Deny"
2023-03-15,"2023-04-04","Los Angeles",7,"210","Deny"
2019-12-07,"2020-03-23","Los Angeles",7,"NSH","Deny"
2023-03-26,"2023-04-11","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-14,"2023-03-30","Los Angeles",7,"905","Deny"
2023-01-11,"2023-02-07","Los Angeles",7,"405","Deny"
2018-05-30,"2018-07-30","Los Angeles",7,"710","Approve"
2023-01-01,"2023-01-17","Los Angeles",7,"101","Deny"
2023-03-22,"2023-05-02","Los Angeles",7,"60","unclear/unknown/pending"
2023-04-15,"2023-04-14","Los Angeles",7,"710","unclear/unknown/pending"
2019-12-13,"2020-02-26","Los Angeles",7,"134","Deny"
2020-03-16,"2020-03-23","Los Angeles",7,"210","Deny"
2023-03-24,"2023-04-05","Los Angeles",7,"60","Deny"
2023-01-14,"2023-02-13","Los Angeles",7,"710","Deny"
2022-10-16,"2022-12-02","Los Angeles",7,"10","Deny"
2023-03-21,"2023-04-07","Los Angeles",7,"71","unclear/unknown/pending"
2019-02-07,"2019-06-07","Los Angeles",7,"5","Deny"
2023-03-23,"2023-04-19","Los Angeles",7,"5","unclear/unknown/pending"
2023-02-16,"2023-02-16","Los Angeles",7,"101","unclear/unknown/pending"
2022-08-22,"2022-08-30","Los Angeles",7,"405","Deny"
2023-02-28,"2023-03-15","Los Angeles",7,"710","Deny"
2018-05-03,"2018-07-23","Los Angeles",7,"118","Deny"
2022-12-11,"2023-02-08","Los Angeles",7,"5","Deny"
2023-03-31,"2023-10-12","Los Angeles",7,"101","unclear/unknown/pending"
2021-04-06,"2021-05-07","Los Angeles",7,"5","Deny"
2018-11-16,"2019-02-25","Los Angeles",7,"NSH","Transfer to diff office"
2019-09-12,"2019-10-28","Los Angeles",7,"10","Deny"
2019-08-11,"2019-09-03","Los Angeles",7,"405","Small Claims Court"
2018-12-22,"2019-01-04","Los Angeles",7,"NSH","Deny"
2022-01-01,"2022-03-04","Los Angeles",7,"405","Deny"
2023-03-11,"2023-03-30","Los Angeles",7,"91","Deny"
2022-02-17,"2022-04-11","Los Angeles",7,"71","Deny"
2023-03-15,"2023-04-05","Los Angeles",7,"71","Deny"
2023-03-21,"2023-03-30","Los Angeles",7,"210","unclear/unknown/pending"
2022-04-08,"2022-09-19","Los Angeles",7,"101","Deny"
2018-01-27,"2018-03-14","Los Angeles",7,"710","Deny"
2021-08-13,"2021-08-27","Los Angeles",7,"210","Approve"
2023-03-30,"2023-05-05","Los Angeles",7,"60 on the Azusa exit ramp","unclear/unknown/pending"
2023-03-19,"2023-04-04","Los Angeles",7,"605","unclear/unknown/pending"
2019-02-06,"2019-06-27","Los Angeles",7,"5","Deny"
2022-07-29,"2023-01-24","Los Angeles",7,"213","Deny"
2018-05-26,"2018-07-13","Los Angeles",7,"1","Deny"
2023-01-05,"2023-01-23","Los Angeles",7,"405","Deny"
2018-09-20,"2018-12-03","Los Angeles",7,"Atlantic Ave.","Deny"
2018-11-10,"2019-01-04","Los Angeles",7,"134","Deny"
2020-12-21,"2021-10-14","Los Angeles",7,"5","Deny"
2023-03-16,"2023-04-21","Los Angeles",7,"14","unclear/unknown/pending"
2022-01-13,"2022-07-11","Los Angeles",7,"Western Ave.","Deny"
2021-07-12,"2021-08-10","Los Angeles",7,"91","Deny"
2023-03-03,"2023-03-16","Los Angeles",7,"405","unclear/unknown/pending"
2018-10-16,"2018-11-26","Los Angeles",7,"NSH","Deny"
2023-04-01,"2023-04-27","Los Angeles",7,"710","unclear/unknown/pending"
2022-06-19,"2023-01-13","Los Angeles",7,"405","Deny"
2020-11-04,"2020-12-11","Los Angeles",7,"60","Deny"
2021-05-26,"2021-06-18","Los Angeles",7,"710","Deny"
2021-09-27,"2022-01-14","Los Angeles",7,"210","Deny"
2023-03-10,"2023-04-12","Los Angeles",7,"71","unclear/unknown/pending"
2023-03-15,"2023-05-02","Los Angeles",7,"71","unclear/unknown/pending"
2022-07-08,"2022-08-31","Los Angeles",7,"210","Deny"
2023-01-20,"2023-02-28","Los Angeles",7,"710","unclear/unknown/pending"
2022-06-09,"2022-08-02","Los Angeles",7,"1","Deny"
2022-11-17,"2022-12-30","Los Angeles",7,"60","Approve"
2018-10-18,"2018-10-29","Los Angeles",7,"101","Deny"
2021-12-27,"2022-09-15","Los Angeles",7,"135","Deny"
2019-05-22,"2019-06-17","Los Angeles",7,"5","Deny"
2023-01-16,"2023-02-23","Los Angeles",7,"NSH","Deny"
2023-03-21,"2023-04-17","Los Angeles",7,"71","unclear/unknown/pending"
2023-01-05,"2023-03-23","Los Angeles",7,"605","Deny"
2019-11-02,"2020-03-12","Los Angeles",7,"57","Deny"
2018-11-08,"2018-12-03","Los Angeles",7,"5","Deny"
2023-01-27,"2023-02-07","Los Angeles",7,"5","Deny"
2023-03-21,"2023-04-04","Los Angeles",7,"60","Deny"
2018-01-08,"2018-02-05","Los Angeles",7,"170","Deny"
2019-01-17,"2019-02-08","Los Angeles",7,"14","Deny"
2023-03-19,"2023-03-30","Los Angeles",7,"60","Deny"
2018-10-18,"2018-11-20","Los Angeles",7,"405","Deny"
2019-01-25,"2019-06-03","Los Angeles",7,"NSH","Deny"
2018-12-14,"2019-01-02","Los Angeles",7,"110","Deny"
2018-01-03,"2018-02-06","Los Angeles",7,"5","Deny"
2023-03-15,"2023-04-03","Los Angeles",7,"2","unclear/unknown/pending"
2023-03-30,"2023-04-07","Los Angeles",7,"60","unclear/unknown/pending"
2023-01-07,"2023-02-02","Los Angeles",7,"NSH","Deny"
2023-03-14,"2023-03-28","Los Angeles",7,"71","Tendered"
2022-10-28,"2022-12-09","Los Angeles",7,"12.215","Deny"
2023-01-11,"2023-05-30","Los Angeles",7,"710","unclear/unknown/pending"
2021-02-11,"2021-03-16","Los Angeles",7,"710","Deny"
2020-07-10,"2020-08-04","Los Angeles",7,"5","Deny"
2023-03-03,"2023-04-18","Los Angeles",7,"710","unclear/unknown/pending"
2023-03-21,"2023-04-27","Los Angeles",7,"2","unclear/unknown/pending"
2023-03-21,"2023-03-28","Los Angeles",7,"710","unclear/unknown/pending"
2018-03-19,"2018-04-16","Los Angeles",7,"210","Deny"
2022-12-28,"2023-02-21","Los Angeles",7,"60","Approve"
2023-01-16,"2023-01-27","Los Angeles",7,"405","Deny"
2019-01-04,"2019-01-25","Los Angeles",7,"14","Deny"
2021-10-27,"2021-11-19","Los Angeles",7,"5","Deny"
2020-06-15,"2020-07-02","Los Angeles",7,"118","Approve"
2023-03-15,"2023-03-30","Los Angeles",7,"57","Deny"
2023-03-01,"2023-03-23","Los Angeles",7,"60","Deny"
2020-05-03,"2020-05-22","Los Angeles",7,"10","Deny"
2023-01-10,"2023-01-27","Los Angeles",7,"10","unclear/unknown/pending"
2019-05-25,"2019-07-03","Los Angeles",7,"1","Deny"
2018-10-18,"2018-12-20","Los Angeles",7,"210","Deny"
2022-02-08,"2022-05-27","Los Angeles",7,"710","Deny"
2023-01-05,"2023-01-24","Los Angeles",7,"210","Deny"
2023-01-05,"2023-03-06","Los Angeles",7,"5","unclear/unknown/pending"
2018-05-23,"2018-07-06","Los Angeles",7,"210","Deny"
2020-09-01,"2020-09-11","Los Angeles",7,"110","Deny"
2019-01-22,"2019-02-12","Los Angeles",7,"710","Deny"
2023-03-22,"2023-03-28","Los Angeles",7,"210","Deny"
2023-03-15,"2023-05-08","Los Angeles",7,"47","unclear/unknown/pending"
2023-01-21,"2023-01-27","Los Angeles",7,"710","Deny"
2018-09-18,"2019-01-22","Los Angeles",7,"110","Deny"
2019-12-19,"2020-04-29","Los Angeles",7,"164","Deny"
2020-11-12,"2020-12-31","Los Angeles",7,"10","Deny"
2023-01-16,"2023-07-13","Los Angeles",7,"60","unclear/unknown/pending"
2023-04-03,"2023-05-02","Los Angeles",7,"10","unclear/unknown/pending"
2023-01-21,"2023-01-30","Los Angeles",7,"NSH.","Deny"
2023-01-18,"2023-01-27","Los Angeles",7,"La ienega Blvd","Deny"
2021-10-27,"2021-11-09","Los Angeles",7,"14","Deny"
2023-03-29,"2023-04-07","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-15,"2023-03-23","Los Angeles",7,"57","Deny"
2021-03-28,"2021-05-11","Los Angeles",7,"91","Deny"
2021-03-20,"2021-03-26","Los Angeles",7,"710","unclear/unknown/pending"
2020-03-13,"2020-06-09","Los Angeles",7,"210","Deny"
2019-12-10,"2020-01-14","Los Angeles",7,"210","Deny"
2023-03-16,"2023-04-04","Los Angeles",7,"138","unclear/unknown/pending"
2023-01-05,"2023-05-02","Los Angeles",7,"5","unclear/unknown/pending"
2018-10-11,"2018-10-11","Los Angeles",7,"5","Deny"
2019-02-19,"2019-02-28","Los Angeles",7,"NSH","Deny"
2019-09-03,"2019-09-18","Los Angeles",7,"5","Transfer to diff office"
2023-03-14,"2023-05-02","Los Angeles",7,"71","Deny"
2020-08-29,"2022-03-18","Los Angeles",7,"60","Deny"
2023-04-03,"2023-04-25","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-14,"2023-04-04","Los Angeles",7,"71","Tendered"
2018-07-30,"2018-08-13","Los Angeles",7,"5","Deny"
2023-01-14,"2023-05-12","Los Angeles",7,"71","unclear/unknown/pending"
2018-07-10,"2018-07-19","Los Angeles",7,"710","Approve"
2023-01-16,"2023-02-24","Los Angeles",7,"60","unclear/unknown/pending"
2023-03-14,"2023-03-30","Los Angeles",7,"60","Deny"
2022-06-07,"2022-07-06","Los Angeles",7,"5","Approve"
2023-01-16,"2023-02-14","Los Angeles",7,"210","Deny"
2022-12-30,"2023-03-27","Los Angeles",7,"10","Deny"
2023-06-06,"2023-06-23","Los Angeles",7,"405","unclear/unknown/pending"
2022-02-23,"2022-10-06","Los Angeles",7,"60","Deny"
2023-03-15,"2023-04-07","Los Angeles",7,"14","unclear/unknown/pending"
2020-10-24,"2021-02-12","Los Angeles",7,"7","Deny"
2021-05-12,"2021-06-01","Los Angeles",7,"5","Deny"
2023-02-27,"2023-03-28","Los Angeles",7,"101","Deny"
2022-01-02,"2022-04-18","Los Angeles",7,"14.010999999999999","Deny"
2021-06-06,"2021-07-06","Los Angeles",7,"10","Deny"
2018-12-11,"2019-03-11","Los Angeles",7,"60","Deny"
2021-11-05,"2021-12-22","Los Angeles",7,"10","Deny"
2021-12-23,"2022-01-07","Los Angeles",7,"71","Deny"
2018-05-31,"2018-08-03","Los Angeles",7,"405","Approve"
2019-02-27,"2019-05-23","Los Angeles",7,"1","Deny"
2020-08-17,"2020-09-18","Los Angeles",7,"91/710","Deny"
2023-02-26,"2023-04-11","Los Angeles",7,"210","unclear/unknown/pending"
2023-01-10,"2023-01-20","Los Angeles",7,"10","Deny"
2023-02-26,"2023-03-28","Los Angeles",7,"210","unclear/unknown/pending"
2023-03-21,"2023-03-30","Los Angeles",7,"210","unclear/unknown/pending"
2019-12-31,"2020-02-28","Los Angeles",7,NA,"Deny"
2019-12-01,"2019-12-24","Los Angeles",7,"605","Deny"
2019-08-24,"2019-09-30","Los Angeles",7,"60","Deny"
2022-02-09,"2022-02-22","Los Angeles",7,"91","Deny"
2019-10-15,"2020-10-16","Los Angeles",7,"60","Deny"
2018-05-18,"2018-07-16","Los Angeles",7,"5","Deny"
2022-06-01,"2022-06-13","Los Angeles",7,"210","Deny"
2023-01-11,"2023-02-06","Los Angeles",7,"71","Deny"
2023-04-26,"2023-06-15","Los Angeles",7,"405","unclear/unknown/pending"
2023-03-09,"2023-03-13","Los Angeles",7,"405","Deny"
2021-02-04,"2021-03-05","Los Angeles",7,"210","Approve"
2022-09-21,"2023-03-17","Los Angeles",7,"210","unclear/unknown/pending"
2022-01-10,"2022-02-22","Los Angeles",7,"NSH","Deny"
2018-09-13,"2018-10-01","Los Angeles",7,NA,"Deny"
2022-10-13,"2023-01-31","Los Angeles",7,NA,"Deny"
2018-02-25,"2018-03-02","Los Angeles",7,"60","Approve"
2023-03-01,"2023-03-30","Los Angeles",7,"405","unclear/unknown/pending"
2019-05-20,"2019-11-04","Los Angeles",7,"110","Deny"
2023-03-14,"2023-04-05","Los Angeles",7,"1","unclear/unknown/pending"
2018-11-05,"2018-12-03","Los Angeles",7,"405","Deny"
2022-11-23,"2022-12-28","Los Angeles",7,"71","Deny"
2020-02-06,"2020-02-10","Los Angeles",7,"118","Transfer to diff office"
2018-05-02,"2018-08-29","Los Angeles",7,"5","Deny"
2020-12-11,"2020-12-29","Los Angeles",7,"60","Deny"
2018-01-13,"2018-07-12","Los Angeles",7,"105","Deny"
2018-01-01,"2018-09-17","Los Angeles",7,"5","Deny"
2018-08-30,"2018-10-26","Los Angeles",7,"1","Deny"
2022-03-15,"2022-03-21","Los Angeles",7,"Jefferson Blvd.","Deny"
2019-05-06,"2019-07-01","Los Angeles",7,"10","Deny"
2022-12-13,"2023-05-11","Los Angeles",7,"71","unclear/unknown/pending"
2022-05-03,"2022-07-12","Los Angeles",7,"47","Deny"
2023-03-26,"2023-04-05","Los Angeles",7,"5","unclear/unknown/pending"
2022-08-15,"2022-08-23","Los Angeles",7,"110","Deny"
2023-03-15,"2023-03-30","Los Angeles",7,"71","unclear/unknown/pending"
2018-10-17,"2019-03-22","Los Angeles",7,"2","Deny"
2022-11-14,"2023-01-23","Los Angeles",7,"5","Deny"
2022-05-23,"2022-06-06","Los Angeles",7,"605","Deny"
2019-04-11,"2019-04-30","Los Angeles",7,"405","Deny"
2023-05-07,"2023-05-17","Los Angeles",7,"405","unclear/unknown/pending"
2022-04-10,"2022-06-14","Los Angeles",7,"210","Deny"
2023-03-23,"2023-04-07","Los Angeles",7,"57","unclear/unknown/pending"
2019-06-19,"2019-09-20","Los Angeles",7,"101","Deny"
2022-12-13,"2023-01-23","Los Angeles",7,"71","Deny"
2023-01-09,"2023-01-30","Los Angeles",7,"5","Deny"
2020-06-23,"2020-07-24","Los Angeles",7,"60","Deny"
2018-02-02,"2018-02-26","Los Angeles",7,"10","Deny"
2019-03-02,"2019-04-22","Los Angeles",7,"NSH","Deny"
2023-03-17,"2023-05-18","Los Angeles",7,"710","unclear/unknown/pending"
2022-06-30,"2022-09-01","Los Angeles",7,"10","Deny"
